TL	F371	08.11.2019	YES	17.08.2021	AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	
TL	F372	08.11.2019	YES	17.08.2021	AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	
TL	F373	08.11.2019	YES	17.08.2021	AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	
JW	F374	13.11.2019	YES	09.04.2021	KT	Tol2-KopPr-RacFRET-YPet-nos x AB		12	
MR	F375	13.11.2019	YES	04.05.2021	MR	Tol2-kop:mCherry-F'-nos3'UTR-cmlc:GFP stock 2 outcross		57	
IS/MR	F376	13.11.2019	YES	29.07.2021	IS	EF1d:mAG-zGem(1/100)outcross		76	
IS/MR	F377	13.11.2019	YES	08.12.2020	IS	EF1d:mKO2-zCdt1(1/190)outcross		75	
IS/MR	F378	16.11.2019	YES	20.12.2019	MR	cxcr4a-/-, kdrl:GFP+/- incross	cxcr4a	CXCR4a 84/68	
IS/MR	F379	16.11.2019	YES	07.09.2021	MR	cxcr4a-/-, kdrl:GFP+/- incross	cxcr4a	CXCR4a 84/68	
IS/MR	F380	16.11.2019	YES	06.08.2020	MR	cxcr4a-/-, kdrl:GFP+/- incross	cxcr4a	CXCR4a 84/68	
MR	F381	16.11.2019	YES	15.03.2020	MR	septin 9a sw4 100%-/-	sept9a.sw4	sept9a.sw4	
MR	F382	16.11.2019	YES	05.08.2021	MR	septin 9a sw4 100%-/-	sept9a.sw4	sept9a.sw4	
MR	F383	19.11.2019	YES	22.08.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;F2 +/- stock1		170	
MR	F384	19.11.2019	YES	22.01.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP;cmlc-mCherry;cry -dsRed; cry:Venus; F 2 (outcross) stock1		170	
MR	F385	19.11.2019	YES	22.08.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; F 3 (outcross)		170	
MR	F386	20.11.2019	YES	10.06.2021	MR	Tol2-kop:mCherry-F'-nos3'UTR-cmlc:GFP stock 2 outcross		57	
MR	F387	20.11.2019	YES	05.08.2021	MR	septin 9a sw4 100%-/-	sept9a.sw4	sept9a.sw4	
IS/MR	F388	20.11.2019	YES	09.12.2020	IS	EF1d:mKO2-zCdt1(1/190)outcross		75	
MR	F389	20.11.2019	YES	16.12.2019	MR	sept 7b.2 CRISPR; -11bp allele 100% -/-homCry:kop-lifeact-EGFP-nos +/-	sept 7b.2	sept 7b.2 /38	
TL	F390	18.11.2019	NO		AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	H165
									H166
TL	F391	18.11.2019	NO		AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	H168
TL	F392	18.11.2019	NO		AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	160
TL	F393	18.11.2019	YES	27.12.2019	AA	med NY054-2 -/-;Cry:HSP-mutSDF1a-mCherry-globin	med	med 41	
TL	F394	21.11.2019	NO		AA	kop:lifeact-mCherry.nos-cry.DsRed +/+		118	41
									42
TL	F395	21.11.2019	NO		AA	kop:lifeact-mCherry.nos-cry.DsRed +/+		118	445
									446
									105
TL	F396	21.11.2019	YES	16.08.2021	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	
MR	F397	22.11.2019	YES	05.08.2021	MR	sept 6 CRISPR ; Cry:kop-lifeact-EGFP-nos 100% (F6) 100% mz homs	sept 6	sept 6/38	
MR	F398	22.11.2019	YES	07.09.2021	MR	sept 6 CRISPR ; Cry:kop-lifeact-EGFP-nos 100% (F6) 100% mz homs	sept 6	sept 6/38	
MR	F399F39	22.11.2019	YES	07.09.2021	MR	sept 6 CRISPR ; Cry:kop-lifeact-EGFP-nos 100% (F6) 100% mz homs	sept 6	sept 6/38	
MR	F400	27.11.2019	YES	05.08.2021	MR	sept 7b.2 CRISPR; -11bp allele 100% -/-homCry:kop-lifeact-EGFP-nos +/-	sept 7b.2	sept 7b.2 /38	
IS/MR	F401	27.11.2019	YES	29.07.2021	IS	EF1d:mKO2-zCdt1(1/190)outcross		75	
IS/MR	F402	27.11.2019	YES	19.11.2020	IS	EF1d:mKO2-zCdt1(1/190)outcross		75	
KT/CK	F403	27.11.2019	YES	29.06.2021	CK	kop:mCherryF-gfp_cmlc Sox19b -/-	MZSox19b	Sox19b/57	
KW	F404	26.11.2019	YES	25.10.2021	KW	buc eGFP +/+ ; buc-/-	buc	180/buc	
TL	F405	28.11.2019	YES	27.04.2021	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	
TL	F406	28.11.2019	YES	16.08.2021	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	
JS	F407	03.12.2019	YES	05.12.2019	JS	Tol kop:DsRed ex-nos incross		2	
JS	F408	03.12.2019	YES	05.12.2019	JS	Tol kop:DsRed ex-nos incross		2	
LT	F409	28.11.2019	YES	05.07.2021	LT	oep tz257 -/-; ody J1049 -/-; tg(kop:mCherry-F’-nos 3’UTR, cmlc-EGFP)	oep ody	oep ody 57	
KT/CK	F410	02.12.2019	YES	06.01.2021	CK	cryEGFP-f nos - Nanog 	Nanog	Nanog/24	
TL	F411	03.12.2019	YES	17.08.2021	AA	kop:YPet.Ezrin.nos3’UTR-cmlc:EGFP;kop:lifeact-mCherry.nos-cry:DsRed		99 /118	
TL	F412	03.12.2019	YES	16.10.2021	AA	kop:YPet.Ezrin.nos3’UTR-cmlc:EGFP;kop:lifeact-mCherry.nos-cry:DsRed		99 /118	
TL	F413	03.12.2019	YES	16.10.2021	AA	kop:YPet.Ezrin.nos3’UTR-cmlc:EGFP;kop:lifeact-mCherry.nos-cry:DsRed		99 /118	
TL	F414	03.12.2019	YES	20.01.2021	AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/+		38	
ZL	F415	03.12.2019	YES	05.11.2021	ZL	gsthB:Cre.globin3’UTR.cmlc:mCherry		193	
AO	F416	05.12.2019	NO		AA	cry:kop.lifeact.gfp.nos;kop.mCherry.extended synaptotagmin2al.nos3’utr.cmlc.egfp		38 /100	438
AO	F417	05.12.2019	NO		AA	cry:kop.lifeact.gfp.nos;kop.mCherry.extended synaptotagmin2al.nos3’utr.cmlc.egfp		38 /100	432
KT/CK	F418	04.12.2019	YES	29.06.2021	CK	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR - Sox19b	MZSox19b	Sox19b/57	
KT/CK	F419	09.12.2019	YES	19.07.2021	AG	cryEGFP-f nos - Nanog 	Nanog	Nanog/24	
IS	F420	18.12.2019	YES	07.04.2021	MR	kdrl-GFP;gata-dsRed		145	
MR	F421	17.12.2019	YES	25.11.2020	MR	kop:mScarlet-I-nos3'UTR-cmlc:GFP-tol2 F0		199	
MR	F422	17.12.2019	YES	26.11.2020	MR	kop:mScarlet-I-nls-nos3'UTR-cmlc:GFP-tol2 F0		200	
KT/CK	F423	16.12.2019	YES	19.07.2021	KT/CK	cryEGFP-f nos - Nanog 	Nanog	Nanog/24	
IS	F424	08.01.2020	YES	29.09.2021	IS	βactin:H2AmCherry +/- 100%		40	
KW	F425	07.01.2020	YES	09.09.2021	KW	buc eGFP +/- ; buc+/- outcross	buc	180/buc	
AO	F426	07.01.2020	YES	18.10.2021	AO	Tol2 Kop mCherry Clip170 H. nos 3’ UTR; cmlc EGFP L1 100% +/-		101	
AO	F427	07.01.2020	YES	14.09.2021	AO	Tol2 Kop mCherry Clip170 H. nos 3’ UTR; cmlc EGFP L1 100% +/-		101	
AO	F428	07.01.2020	NO	12.04.2021	AO	cry:kop lifeact-GFP.nos;kop mCherry Clip170H nos 3’UTR;cmlc EGFP		38 /101	121
JS	F429	10.01.2020	NO		JS	Tol kop:DsRed ex-nos incross		2	348
MR	F430	13.01.2020	YES	01.04.2021	MR	Tol2-kop:mCherry-F'-nos3'UTR-cmlc:GFPstock 2 100% +/+		57	
IS	F431	15.01.2020	YES	29.07.2021	IS	βactin:H2AmCherry +/- 100%		40	
IS/MR	F432	16.01.2020	YES	12.04.2021	MR	cxcr4a-/-, sox17:EGFP+/- incross	cxcr4a	CXCR4a 84/68	
MR	F433	16.01.2020	YES	05.08.2021	MR	TOL-KOP:EGFP-myo-nos3’UTR, +/-		4	
YK	F434	15.01.2020	YES	10.07.2020	EM/YK	fbc23	fbc23	fbc23	
MR	F435	17.01.2020	YES	25.05.2020	MR	kop:mScarlet-I-nos3'UTR-cmlc:GFP-tol2 F0		199	
MR	F436	17.01.2020	YES	25.05.2020	MR	kop:mScarlet-I-nls-nos3'UTR-cmlc:GFP-tol2 F0		200	
JS	F437	17.01.2020	NO		JS	Tol kop:DsRed ex-nos incross		2	347
KT/CK	F438	15.01.2020	YES	31.03.2020	AG	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR - Sox19b	MZSox19b	Sox19b/57	
KT	F439	16.01.2020	YES	28.01.2020	KT	Sod2 MZ F5, line4, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	
EM	F440	16.01.2020	NO		EM	clo x AB	clo	clo	067
EM	F441	16.01.2020	NO		EM	ody-/- J1049	ody	ody	443
EM	F442	16.01.2020	NO		EM	AB		AB	874
									875
IS	F443	21.01.2020	YES	18.03.2020	IS	βactin:H2AmCherry +/- 100%		40	
MR	F444	22.01.2020	YES	05.08.2021	MR	Tol2-kop:mCherry-F'-nos3'UTR-cmlc:GFPstock 2 100% +/+		57	
MR	F445	22.01.2020	YES	25.11.2020	MR	TOL-KOP:EGFP-myo-nos3’UTR100% +/+		4	
IS	F446	22.01.2020	YES	23.09.2021	IS	HB9-gfp (+/-), outcross		8	
IS	F447	22.01.2020	YES	07.04.2021	IS	HB9-gfp (+/-), outcross		8	
EM	F448	22.01.2020	YES	21.09.2021	EM	AB			
EM	F449	23.01.2020	NO		EM	ody-/-J149 rescued	ody	ody	442
ER	F450	22.01.2020	YES	07.09.2021	ER	elav-Gal4/ UAS metCFP		177	
ER	F451	22.01.2020			ER	elav-Gal4/ UAS metCFP		177	
KT, JP	F452	22.01.2020	NO		KT	Sod2 mz, line3, cry:EGFP-F-nos	sod2	sod 24	0672
									0673
									0473
									0474
JS	F453	25.01.2020	NO		JS	Tol kop:DsRed ex-nos incross		2	349
MR	F454	29.01.2020	NO		MR	mil t273 xAB	mil	mil	222
MR	F455	29.01.2020	YES	10.06.2021	MR	Tol2 kop:mCherry-F'-GFP-nos3'UTR,cmlc-GFP stock 2+/-, +/+, -/-		57	
MR	F456	29.01.2020	YES	14.02.2020	MR	cxcl12b+/- X AB, incross	sdf1b	cxcl12b 84	
MR	F457	29.01.2020	YES	14.02.2020	MR	cxcl12b+/- X AB, incross	sdf1b	cxcl12b 84	
MR	F458	31.01.2020	YES	05.08.2021	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:Venus; ; incross		170	
KT/CK	F459	30.01.2020	YES	29.06.2021	CK	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR - Sox19b	MZSox19b	Sox19b/57	
KT/CK	F460	30.01.2020	YES	19.07.2021	CK	cryEGFP-f nos - sox19b	MZSox19b	Sox19b/24	
EM	F461	30.01.2020	NO		EM	ody -/- J149 rescued	ody	ody	070
									069
									367
ER	F462	31.01.2020	NO		ER	elav-Gal4/ UAS metCFP		177	556
									555
MR	F463	04.02.2020	YES	05.08.2021	MR	nCas9n-nos3’UTR,cmlc-EGFP +/+ ;LifeAct-GFP-nos +/- incross		38 /95	
IS	F464	05.02.2020	YES	04.05.2021	IS	flh ak41 x AB	flh	flh	
IS	F465	05.02.2020	YES	23.09.2021	IS	flh ak41 x AB	flh	flh	
IS	F466	05.02.2020	YES	22.09.2021	IS	HB9-gfp (+/-), outcross		8	
IS	F467	05.02.2020	YES	29.07.2021	IS	βactin:H2AmCherry +/- 100%		40	
KT/CK	F468	05.02.2020	NO		KT	cryEGFP-f nos - Nanog 	Nanog	Nanog/24	489
ER	F469	07.02.2020	NO		ER	elav-Gal4/ UAS metCFP		177	
MR	F470	12.02.2020	YES	30.04.2020	MR	mil t273 xAB +/-, +/+	mil	mil	
MR	F471	12.02.2020	NO		MR	mil t273 xAB +/-, +/+	mil	mil	223
MR	F472	12.02.2020	YES	02.11.2021	MR	4xGTIIC:Gal4FF; UAS:KAEDE incross		183	
MR	F473	12.02.2020	NO		MR	cxcl12b-/- X AB 100% +/-	sdf1b	cxcl12b	242
IS	F474	11.02.2020	YES	29.07.2021	IS	kdrl-gfp; gata:dsRed		145	
IS	F475	11.02.2020	YES	02.09.2021	IS	gsc-GFP +/+		6	
SY	F476	12.02.2020	YES	14.09.2021	SY	kop:mCherry-F'-nos 3'UTR EGFP-cmlc +/-; Cry:dsRed kop:EGFP-lifeact.nos +/		38 /57	
KT/CK	F477	11.02.2020	YES	19.07.2021	CK	cryEGFP-f nos - sox19b	MZSox19b	Sox19b/24	
JS	F478	13.02.2020	YES	08.03.2021	JS	EGFP.HuC		32	
JS	F479	13.02.2020	NO		JS	EGFP.HuC		32	392
AO	F480	12.02.2020	NO		AO	Dicer +/-  Kop.EGFP.f.nos/Cry	dicer	dicer 24	37
AO	F481	13.02.2020	YES	14.09.2021	AO	Tol2 Kop mCherry Clip170 H. nos 3’ UTR; cmlc EGFP L1		101	
MR	F482	18.02.2020	NO		MR	nCas9n-nos3’UTR,cmlc-EGFP +/+ ;LifeAct-GFP-nos +/- incross		38 /95	
IS	F483	18.02.2020	YES	29.09.2021	IS	gsc-GFP +/-  outcross		6	
IS	F484	18.02.2020	YES	11.08.2021	IS	gsc-GFP +/-  outcross		6	
TL	F485	18.02.2020	NO		ER	mut A het incross	h1m	h1m	176
TL	F486	18.02.2020	NO		ER	mut A het incross	h1m	h1m	177
TL	F487	18.02.2020	NO		ER	mut 7 het incross	h1m	h1m	481
TL	F488	18.02.2020	NO		ER	mut 7 het incros	h1m	h1m	480
KT, JP	F489	18.02.2020	NO		KT	Sod2 Mz, L3, cry:EGFP-F-nos	sod2	sod 24	772
									00672
									00673
									00473
									00474
EM	F490	19.02.2020	NO		EM	ody-/- J149 x AB outcross	ody	ody	435
LT	F491	19.02.2020	NO		LT	MZoep tz257	oep tz257	oep tz257	935
									936
									963
									964
AO	F492	19.02.2020	NO		AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt2al. nos 3’ utr. cmlc egfp		38 /100	094
AO	F493	18.02.2020	NO		AO	cry:kop lifeact-GFP.nos;kop mCherry Clip170H nos 3’UTR;cmlc EGFP		38 /101	H133
AO	F494	19.02.2020	YES	14.09.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt 2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F495	19.02.2020	YES	14.09.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt 2al. nos 3’ utr. cmlc egfp		38 /100	
AO	F496	19.02.2020	YES	14.09.2021	AO	cry:kop lifeactgfp.nos/tol2.kop.mCherry Esyt2al. nos 3’ utr. cmlc egfp		38 /100	
MR	F497	19.02.2020	NO		MR	4xGTIIC:Gal4FF; UAS:KAEDE incross		183	006
									007
KT/CK	F498	20.02.2020	NO		CK	cryEGFP-f nos - MZnanog 	Nanog	Nanog/24	490
KT/CK	F499	20.02.2020	YES	29.06.2021	CK	cryEGFP-f nos - sox19b	MZSox19b	Sox19b/24	
AO	F500	23.02.2020	NO		AO	Dicer +/- x AB outcross	dicer	dicer	946
									325
AO	F501	25.02.2020	NO		AO	Dicer +/-  Kop.EGFP.f.nos/Cry x AB	dicer	dicer 24	961
									965
AO	F502	27.02.2020	NO		AO	Spadetail incross	gs	gsSpt	92
EM	F503	26.02.2020	NO		EM	medusa-NY054-2-/-;Tol-1111-EGFP-F-nos-cryDsred+/-	med	med 24	870
									076
KW	F504	26.02.2020	YES	26.05.2020	KW	buc:buc-eGFP +/- ; buc+/- x AB	buc	180/buc	
LT	F505	26.02.2020	NO		LT	cas ta56 +/+, +/-	cas	cas	138
LT	F506	26.02.2020	NO		LT	cas ta56 +/+, +/-	cas	cas	H74
AO	F507	23.02.2020	NO		AO	Dicer +/- x AB outcross	dicer	dicer	953
									415
AO	F508	23.02.2020	NO		AO	Dicer +/- x AB outcross	dicer	dicer	948
AO	F509	23.02.2020	YES	01.05.2020	AO	Dicer +/- x AB outcross	dicer	dicer	
AO	F510	23.02.2020	NO		AO	Dicer +/- x AB outcross	dicer	dicer	949
									954
MR	F511	04.03.2020	YES	02.09.2021	IS	cldb-GFP (incross)		18	
MR	F512	04.03.2020	YES	02.09.2021	IS	cldb-GFP  (incross)		18	
KT/CK	F513	04.03.2020	NO		KT	cry-EGFP-f-nos; spg	MZspg	spg/24	805
									806
KT	F514	04.03.2020	NO		KT	MZspg (m793) -/+ incross	MZspg	MZspg	627
									628
KT	F515	04.03.2020	YES	19.07.2021	KT	MZspg (m793) -/+ incross	MZspg	MZspg	
KT/CK	F516	04.03.2020	YES	19.07.2021	KT	Tol2.kop:mcherry.f’.nos3’UTR; cmic:GFP. ; spg m793	MZspg	spg/57	
LT	F517	04.03.2020	NO		LT	mzh1m(A/47) -/-;  kop:egfp-f-nos, cry:dsred	h1m	h1m 24	H75
									H76
LT	F518	04.03.2020	NO		LT	ody -/-;  kop:YPet-Ezrin-nos, cmlc:EGFP; kop:lifeact-mCherry-nos, cry.DsRed	ody	ody 99/118	387
MR	F519	06.03.2020	YES	25.11.2020	MR	kop:EYFP-nls-nos3'UTR- cry:dsRed -tol2 F0		201	
MR	F520	06.03.2020	NO		MR	kop:EGFP-nos3'UTR- cry:dsRed -tol2  F0		202	
EM	F521	05.03.2020	YES	25.11.2020	EM	Knyp m119 x AB	kny	kny	
KT/CK	F522	10.03.2020	NO		CK	cryEGFP-f nos - sox19b	MZSox19b	Sox19b/24	717
KT/CK	F523	10.03.2020	YES	19.07.2021	CK	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR - Sox19b	MZSox19b	Sox19b/57	
KW	F524	09.03.2020	YES	11.05.2021	KW	hsp70I:zGrad;cmlc2:Scarlet		198	
KT	F525	10.03.2020	NO		KT	Sod2 MZ F5, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	527.
KT	F526	11.03.2020	NO		KT	MZspg (m793) -/+ incross	MZspg	MZspg	553
									554
									184
MR	F527	13.03.2020	YES	25.11.2020	MR	kop:EYFP-nls-nos3'UTR- cry:dsRed -tol2 F0		201	
MR	F528	13.03.2020	YES	01.10.2021	MR	kop:EGFP-nos3'UTR- cry:dsRed -tol2  F0		202	
MR	F529	13.03.2020	NO		MR	kop:mScarlet-I-nos3'UTR-cmlc:GFP-tol2 F1of founder 1		199	241
MR	F530	13.03.2020	NO		MR	kop:mScarlet-I-nos3'UTR-cmlc:GFP-tol2 F1 of founder 2		199	243
MR	F531	13.03.2020	NO		MR	kop:mScarlet-I-nls-nos3'UTR-cmlc:GFP-tol2 F1 of founder 3		200	244
MR	F532	13.03.2020	YES	22.01.2021	MR	kop:mScarlet-I-nls-nos3'UTR-cmlc:GFP-tol2 founder 4   F1  		200	
EM	F533	13.03.2020	NO		EM	Knyp m119  x AB	kny	kny	073
									372
									373
MR	F534	17.03.2020	YES	19.03.2020	IS	cldb-GFP (homozygote)		18	
MR	F535	17.03.2020	NO		IS	cldb-GFP (hets) incross		18	104
LT	F536	12.03.2020	YES	06.08.2020	LT	AB new		AB	
KT/CK	F537	16.03.2020	NO		CK	kop:mCherryF-gfp_cmlc Sox19b -/-	MZSox19b	Sox19b/57	573
									574
									123
									124
MO	F538	17.03.2020	NO		CG	UAS cdh1shRNA1266nos;cmlc:EGFP		155	397
KW	F539	18.03.2020	YES	11.05.2021	KW	hsp70I:zGrad;cmlc2:Scarlet		198	
KT/CK	F540	18.03.2020	NO		CK	cryEGFP-f nos - Nanog 	Nanog	Nanog/24	027
									368
									179
AO	F541	19.03.2020	NO		AO	Spadetail +/+, +/-	gs	gsSpt	944
									951
									030
									046
KT	F542	18.03.2020	NO		KT	Sod2 MZ F5 cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	329
									149
KT/CK	F543	18.03.2020	NO		KT	Tol2.kop:mcherry.f’.nos3’UTR; cmic:GFP. ; spg m793	MZspg	spg/57	304
									305
									306
									307
									116
MR	F544	20.03.2020	YES	22.01.2021	MR	kop:EYFP-nls-nos3'UTR- cry:dsRed -tol2 F0		201	
MR	F545	20.03.2020	NO		MR	kop:EGFP-nos3'UTR- cry:dsRed -tol2  F0		202	
MR	F546	24.03.2020	NO		IS	cldb-GFP  (homozygote) 		18	102
									103,
KW	F547	24.03.2020	YES	11.05.2021	KW	hsp70l:zGrad +/- outcross		189	
KT/CK	F548	26.03.2020	YES	19.07.2021	CK	Tol2.kop.mcherry.f’.GFP.cmic.nos3’UTR - Sox19b	MZSox19b	Sox19b/57	
KT	F549	26.03.2020	NO		KT	Sod2 MZ, Line4, F6, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	H117
									527
									528
									114
KW	F550	26.03.2020	NO		KW	cry EGFP-f nos+/+ line II		24	937
									945
KW	F551	26.03.2020	YES	12.06.2020	KW	cry EGFP-f nos, +/+ line I		24	
MR	F552	31.03.2020	NO		IS	cldb-GFP (homozygote) 		18	103
									285
IS	F553	01.04.2020	YES	28.10.2021	IS	AB x TL			
KT/CK	F554	30.03.2020	YES	20.05.2020	CK	cryEGFP-f nos - Nanog 	Nanog	Nanog/24	
KT	F555	02.04.2020	NO		KT	kop-tFT-nos cmlc:GFP, F4		139	H118
									H119
IS	F556	08.04.2020	NO		IS	AB x TL			839
									838
IS	F557	08.04.2020	YES	10.11.2021	IS	AB x TL			
KT	F558	09.04.2020	NO		KT	Sod2 mz L4, f6, cry:EGFP-F-nos, cldnb:EGFP	sod2	sod2 18 /24	H122
ZL	F559	08.04.2020	NO		ZL	cldnB:EGFP +/- ;noi(tu29a)+/- and +/+	noi	noi/18	577
KW	F560	09.04.2020	NO		KW	cry EGFP-f nos, +/+ line I		24	548
									551
IS	F561	15.04.2020	YES	01.02.2021	IS	βactin:H2AmCherry +/- 100%		40	
EM	F562	16.04.2020	NO		EM	medusa-NY054-2-/-;Tol-1111-EGFP-F-nos-cryDsred+/-	med	med 24	869
									868
EM	F563	16.04.2020	NO		EM	medusa-NY054-2-/-;Tol-1111-EGFP-F-nos-cryDsred+/	med	med 24	436
JS	F564	17.04.2020	NO		JS	swr ta72	swr	swr ta72	749
									384
LT	F566	17.04.2020	YES	09.11.2021	LT	oep tz257 +/-, kop:lifeact-mCherry-nos.cry:dsred +/-	oep tz257	oep 118	
KW	F567	06.05.2020	NO		KW	kop:HA NLS tdPCP YFP nos cryDsRed		142	668
MR	F568	13.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;F2 incross		170	
MR	F569	13.05.2020	NO		MR	TOL-KOP:EGFP-myo-nos3’UTR, +/-		4	292
MR	F570	13.05.2020	NO		MR	TOL-KOP:EGFP-myo-nos3’UTR, +/-		4	293
MR	F571	13.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;F2 incross		170	
KW	F572	12.05.2020	NO		KW	kop.EYFP-Gra.gra3’UTR.cmlc-GFP +/-		78	667
TL	F573	15.05.2020	NO		AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	952
									1027
									1028
TL	F574	15.05.2020	NO		AA	Cry;kop:Lifeact-EGFP-nos3’UTRline 2 +/-		38	962
									1031
									1032
MR	F575	19.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;  F2 -/+ stock1		170	
MR	F576	19.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;  F2 -/+ stock1		170	
MR	F577	19.05.2020	YES	09.09.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; F2 -/+ stock1		170	
MR	F578	19.05.2020	NO		MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus; F2 -/+ stock1		170	300
KW	F579	19.05.2020	YES	15.11.2021	KW	unc45b:tfp +/-		123	
KW	F580	19.05.2020	YES	03.11.2021	KW	cxcr4b:h2a-EGFP; cryaa:dsRed +/-		190	
MR	F581	19.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; ;cry:Venus;F2 -/+ stock1		170	
MR	F582	19.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;  F2 -/+ stock1		170	
MR	F583	21.05.2020	NO		MR	TOL-KOP:EGFP-myo-nos3’UTR, +/-		4	294
MR	F584	21.05.2020	NO		MR	TOL-KOP:EGFP-myo-nos3’UTR, +/-		4	221
MR	F585	21.05.2020	YES	10.11.2020	MR	TOL-KOP:EGFP-myo-nos3’UTR, +/-		4	
LT	F586	20.05.2020	NO		LT	oep tz257 -/- tg(kop:mCherry-F’-nos 3’UTR, cmlc-EGFP)	oep ody	oep ody 57	713
									714
									721
									722
MR	F587	13.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;F2 incross stock1		170	
MR	F588	27.05.2020	YES	17.07.2020	MR	Tol2 kop:nzCas9n-nos3’UTR, cmlc:GFP; cmlc:mCherry;cry:red;cry:Venus;F2 incross stock1		170	
MR	F589	28.05.2020	NO		MR	b-actin: GCamP6s. cmlc2:mCherry +/- 		114	906
MR	F590	28.05.2020	NO		MR	b-actin: GCamP6s. cmlc2:mCherry  +/-		114	907
AO	F591	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos,	dicer	dicer 24	
AO	F592	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos	dicer	dicer 24	540
AO	F593	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos	dicer	dicer 24	562
									565
AO	F594	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos	dicer	dicer 24	539
AO	F595	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos	dicer	dicer 24	538
AO	F596	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos	dicer	dicer 24	
AO	F597	29.05.2020	NO		AO	Dicer +/- cry EGFP-f nos	dicer	dicer 24	537
									563
									564
MR	F598	09.06.2020	NO		MR	kop:nzCas9n-nos3’UTR, cmlc:GFP;cry:Venus +/- F2  stock2		170	921
									928
									065
									370
MR	F599	10.06.2020	NO		MR	kop:mScarlet-I-nls-nos3'UTR-cmlc:GFP-tol2 STOCK 4   F2  		200	359
MR	F600	16.06.2020	NO		MR	kop:mScarlet-I-nos3'UTR-cmlc:GFP-tol2 F2 of founder 1  		199	322
MR	F601	09.06.2020	NO		MR	cxcl12b+/- incross	sdf1b	cxcl12b	095
									289
KT, JP	F602	08.06.2020	NO		KT	Sod2 MZ, F6, cry:EGFP-F-nos	sod2	sod 24	726
									672
									673
									473
									474
TL	F603	09.06.2020	NO		AA	kop:lifeact-mCherry.nos-cry.DsRed +/-		118	1025
									1026
TL	F604	09.06.2020	NO		AA	kop:lifeact-mCherry.nos-cry.DsRed +/-		118	H152
									1001
									1002
